MSMB,FBP2,LINC00992,NLRP4,PRSS8,CPA6,CAMP,SDR16C5,CCDC85A,KCNQ1OT1,VWCE,ABCA9,CFAP91,SPTBN2,KCNJ2,WNT9A,CASP5,TMEM132B,ACOD1,MYOCD,CLASS
1.057147497,1.642421602,1.518957414,1.334247762,1.493318945,1.378881507,2.453425385,1.758806831,2.305497443,2.235028649,2.214429829,2.230386147,2.300226689,2.231016508,2.069344521,2.051634194,2.077630809,2.238302747,1.089308095,1.493067163,1
1.388854394,1.740019747,1.346159723,1.11521231,1.174696723,1.12599532,2.348751114,1.442745312,2.154856664,2.19545875,3.662720329,3.801972327,2.492324398,2.021860329,3.212283953,5.047576291,2.516772142,2.32816746,1.699678575,7.556788336,1
1.001992292,1.794790204,1.624502226,1.171076184,1.492228596,1.166340142,6.484524502,1.533719187,2.399825085,2.259681694,3.215039136,2.734193691,2.274501805,2.279136871,2.289569994,4.384154908,2.551956448,1.943714516,1.339975942,8.182604641,1
1.642699411,1.573891266,1.211984541,1.463323979,1.292916579,1.282672299,2.399447868,2.08068178,2.347252229,2.173942434,3.10769334,1.893234706,2.605247892,1.751836997,6.402616451,1.929810497,3.307857988,2.154743946,1.809962857,1.742483404,1
1.244224402,1.815946657,1.437129365,0.960416911,1.632737811,1.175822838,5.162353058,1.84099326,2.235581375,2.10038525,2.725182547,2.128207207,2.47143693,1.981901365,2.507166036,2.298404906,2.32042209,1.961844934,1.42894481,1.752324697,1
1.109591937,1.637406141,1.230057692,3.809765298,1.374324134,1.275492377,7.534011662,1.380800869,1.945783688,2.457838407,3.048953522,3.008550787,2.320618147,1.919709011,6.655242967,2.396752628,3.092939523,1.736177516,2.174165341,1.993783588,1
1.265378304,1.60652132,1.592525716,4.627295661,1.216529558,0.934572207,3.405209631,1.245458041,2.286676418,2.024510324,3.057937731,2.621039108,2.306183917,1.898501118,2.853385505,2.011373914,1.949676815,1.611238202,1.126540767,1.644004935,1
1.203417898,1.641278917,1.759191143,1.321863901,1.007561177,1.440931,2.743759027,1.444008042,2.000848216,2.145632311,2.504845249,2.715181372,2.404365434,1.974719655,7.815005143,1.68942735,5.961796627,1.915834415,2.356044011,1.513578727,1
1.220696864,1.70810236,1.317865909,1.308870102,1.461402622,1.172964656,2.742280949,1.554663116,2.077955495,1.894334969,2.518355917,2.552040236,2.394099947,1.964409839,5.614072858,2.961375371,2.725290224,1.928557311,1.472875987,4.947376671,1
1.239167291,1.51195854,1.307156245,2.351826224,1.442761241,1.402153541,5.032747119,1.570673943,2.079174138,2.118738777,2.762291271,2.398348117,2.43295004,1.985581667,4.456770453,2.012321823,2.494397117,2.177965628,1.644365968,1.678364494,1
1.163237055,1.569453225,1.2447039,2.424561157,1.331499392,1.341411199,2.142207758,2.318984912,1.903413951,2.096317587,2.583141407,2.78836173,2.295423829,2.104455247,4.148285265,1.718594466,2.552691446,2.346044081,1.403360936,1.878150145,1
0.986035631,8.524061235,1.532036201,1.380870921,1.185465946,1.745154648,3.342393752,6.16410493,1.827079909,2.29199813,1.892180458,2.02097973,2.104920466,2.264924403,4.366532498,2.402929726,2.27923757,7.212820578,1.395525675,2.925545204,1
1.220696864,1.546327456,2.197014423,1.375770458,1.375535805,1.418438297,2.866866286,1.431247963,1.930414752,1.947734782,2.822004859,2.463554753,2.437409143,2.099575822,7.462647995,2.891061381,6.714036535,1.998431467,2.684237066,4.807809888,1
1.057577395,2.002018608,1.46714885,1.604804222,1.208199029,1.208474208,3.561149674,1.563410302,2.371687323,2.232621116,3.089100509,2.132124485,2.638377084,2.026685215,3.484141212,3.310555932,2.355334709,2.194146729,1.019343508,6.805533214,1
1.192249855,1.539761532,1.525312837,1.147008815,1.263869814,1.444217447,4.378828781,1.754370398,2.139906914,2.012242654,2.571113997,1.98525008,2.156391937,2.21044096,3.542915742,2.020536793,2.240447485,1.870997555,1.326118593,2.683740434,1
1.413073566,1.751377886,1.404118018,2.014688668,1.295781248,1.030063273,3.273752555,2.479614382,2.145356454,2.315263546,2.821602243,3.658958929,2.849242925,2.191300115,4.784516304,2.817179528,2.114147661,1.893317884,1.395785867,1.442568062,1
1.243370978,1.566728784,1.524068305,1.110661136,1.338611364,1.34044015,2.689961866,1.663742945,2.299794568,2.081533087,2.541823066,2.127346285,2.333858982,2.229765328,2.803025539,2.230144396,2.390478956,2.001798481,1.382519488,1.353882954,1
1.253220837,1.637773534,1.302155866,0.90981433,1.257062963,1.219960419,3.180442476,1.686575269,2.246580852,2.477168634,3.947320061,2.249071998,2.331614213,2.155888125,8.338350382,3.624038901,4.234248359,2.067809565,2.948376615,3.562278656,1
1.596334386,2.009136477,1.773367988,1.424655834,1.189128768,1.398312473,2.910762001,2.606007177,2.629448278,2.454528405,2.622516492,2.89253067,2.216603944,1.969379841,8.020897951,2.06732551,5.379992034,2.136141165,4.00837827,1.736240852,1
1.141595651,4.166944609,1.465254907,1.090554439,1.300206207,1.213011377,3.102309021,1.477776771,2.233340245,2.546241189,2.386753086,2.410014599,2.341480819,2.181192473,4.400462898,2.977575874,1.849121944,2.055639199,1.557843931,1.746664936,1
1.01062662,1.771974369,1.42053894,1.293706465,1.430331144,1.313778154,3.121824446,1.555224304,2.162962815,2.246860303,2.921165864,3.082389678,2.323051762,2.004241505,2.153980327,3.436422744,3.028752344,2.091409772,1.484548858,5.899643304,1
1.122293233,1.641725956,1.445289638,8.810943679,1.386974368,1.364156167,4.615166835,1.425645105,2.199760171,2.532083028,2.963026781,2.355053841,2.484064619,2.039680431,3.729385244,2.118178152,3.174717892,3.775874024,1.629270183,1.572871878,1
1.116271636,1.654048698,1.805738856,1.30400178,1.415515572,1.471552604,2.510034522,1.475540365,2.126640609,2.034664373,3.266914907,3.273036424,2.150099247,2.138697981,3.471092497,2.460013371,2.351426667,2.178737392,1.475595488,1.980249882,1
1.154971059,1.729894262,1.264468637,8.24691184,1.526696917,1.046936209,3.72677797,1.573811104,2.447648266,2.160094976,3.440473579,1.915403443,2.256383238,2.201228529,2.120088924,1.845801783,1.641037536,6.630163958,1.402455222,1.350797465,1
1.494070096,1.841880087,1.536531898,0.935652055,1.118107089,1.623895767,3.011747776,1.367672937,2.397321382,2.081551798,3.353278733,2.009389154,1.999113592,2.23172524,7.438889129,4.149983202,5.121071428,2.314947405,2.346968298,2.318766966,1
1.070456317,1.631681593,0.994247121,1.477478326,1.150036337,1.188159226,4.249250568,1.553621202,2.320825579,1.996375999,3.01446266,3.070873491,3.101850273,1.924587601,1.992179181,2.318353828,2.606087991,1.985252781,1.296014089,8.783844659,1
1.110720394,1.670355278,1.199697845,1.117476928,1.309625636,1.309063938,2.256575244,1.539880103,2.168166477,2.399042873,4.055107856,3.526648283,2.295513841,2.200156198,4.821765094,3.387700264,2.505520658,2.069180075,1.162264547,4.464719536,1
1.170806853,1.803108615,1.214562214,1.327563635,1.28450477,1.033765386,2.638919303,1.367775874,2.256830689,2.135259657,2.441163823,3.135956675,2.178748821,2.23845331,6.477070408,2.368805855,2.515998814,1.93986218,1.240273893,1.529201083,1
0.977462367,1.738608507,1.234381512,1.187123954,1.273973885,0.846322954,2.176987484,1.750619356,1.785007082,2.071536326,2.24031523,3.101604425,2.165134723,1.910655602,7.215403598,1.858095599,2.962775365,1.932710701,2.472569617,5.040009412,1
1.373306955,1.742553088,2.007537798,1.220669003,1.481108782,1.262624731,1.737771484,1.644427498,2.199760171,2.55157954,4.575340857,2.255709755,2.115442472,2.261906782,7.758106354,2.308172015,3.381823866,1.922709344,2.750389678,3.820956715,1
1.215906321,1.812561111,1.529759947,1.291191915,1.209524031,1.422584344,3.808061652,1.518975215,2.651683702,2.074266939,3.581068451,2.439851202,2.214254715,1.914443014,4.408602076,2.895601979,2.632802375,2.112140931,1.317798455,3.892899416,1
1.258178755,1.626834425,1.33755054,1.084614626,1.515685329,1.49351361,7.773995038,1.450050474,2.349715448,2.430115991,3.097821226,2.570835659,2.399888865,2.036039739,2.782741678,2.000092391,2.440201123,2.031423507,1.403527727,1.59018496,1
1.582054249,1.794383656,1.348909521,6.271039029,1.532342376,1.376388899,2.245021952,1.876667585,2.459670854,2.260690349,2.919528965,2.092917509,2.028048025,2.154989785,6.741981093,2.388650657,3.49334398,2.090676694,1.927745556,2.267724129,1
1.306212251,2.02221181,1.449958821,0.934877323,1.40379905,1.664494176,4.687730176,1.948566361,2.199760171,2.238299405,3.175421064,2.049043114,2.341908216,2.007097232,7.86170827,2.545999865,3.439868768,1.907918195,2.350634612,1.59959767,1
1.153641333,1.743004657,1.491542921,3.100992652,1.267803821,1.286842411,3.138572463,3.304512006,1.969990542,2.461574139,3.027561002,1.532860217,2.214798723,2.232010993,6.208884975,2.041445081,3.314547936,1.761945384,1.61813113,1.416137696,1
1.009018928,1.78354079,1.34967733,8.402559247,1.369720681,1.452802321,2.851195161,1.4942455,2.199760171,2.323929537,2.402371839,2.03108073,2.363220606,2.387282437,5.704202266,2.39939056,2.415360592,3.105099627,1.445144618,1.787812919,1
1.524939154,1.737927766,1.347098054,2.681617151,1.335651725,1.120444061,2.916253012,1.907144731,2.278263793,2.206084781,2.575727519,2.572053563,2.429896882,1.919707927,5.597171295,2.25280933,2.320204428,2.051884469,1.410185501,3.077598562,1
1.209029392,1.695991911,1.479034404,8.55181441,1.315283637,1.389027453,3.809885111,1.423086079,2.116382912,1.832414136,2.163720722,1.875449939,2.152244285,1.790198578,2.135465348,1.988869335,2.295266952,2.23145642,1.359455284,1.475998502,1
1.111812466,1.644323177,1.349937232,1.361541943,1.42350472,1.110966893,4.826061225,1.367313802,2.374348723,2.04206831,2.89221672,2.287805816,2.394099947,2.473745586,8.04797557,2.793064699,5.872400166,1.820485753,2.528798416,1.333095129,1
1.435303049,1.746178051,1.235205712,10.30142307,1.190367673,1.186616672,7.745051238,2.316219815,2.382040082,2.049379665,2.396761589,2.048515461,2.596959263,2.269436274,6.730165153,2.397218966,2.659211024,2.369747368,1.375661685,1.891691338,1
1.420739259,1.838464175,1.301385091,1.360084585,1.12763319,1.236711541,2.868568416,1.574637768,2.22202928,2.038685227,2.340122194,3.413793648,2.039388985,2.130833218,6.055298966,2.039175711,3.316469633,1.599670424,1.542230073,2.006507776,1
1.334865001,1.948626979,1.58203523,1.308133137,1.337877026,1.265052214,2.872706964,1.685544548,2.327162538,2.338014149,4.629008638,3.148274865,2.606851148,2.741025563,4.721529134,3.325953533,2.545457374,1.938047483,1.563215807,8.463722097,1
1.037811232,1.74900541,1.515973152,1.286659973,1.286508782,0.815328214,3.047142526,1.609130122,2.364249808,2.488706016,3.555327937,2.621765193,2.603934232,2.123046994,4.207572143,2.146138113,1.984370515,1.814238792,1.488138979,9.0155533,1
1.115304087,1.646616202,1.36180847,1.202910201,1.189620332,1.173647619,2.679534839,2.579839971,2.391348394,2.202116937,2.832544058,1.818271436,2.641310657,2.174775055,7.626141615,2.161489703,5.544556813,2.355186584,1.507630005,1.971873554,1
1.215418998,1.792508594,1.770819764,5.807632436,1.218725452,1.615071409,2.773910415,4.181780248,2.293868455,2.370376453,1.987485978,1.994742843,2.480224807,2.065217261,3.197255886,1.822893436,2.334289365,7.5451466,1.466734856,1.453277214,1
1.16563422,1.669885094,1.300466935,1.277804581,1.35299757,1.052296566,3.097269018,1.302803055,2.020954503,1.868862004,2.36408617,1.899200346,2.226230201,2.108136588,9.149903282,2.668415745,6.291272527,2.035848973,9.400940797,1.844890969,1
0.796368977,1.579362682,1.800710995,1.465996735,1.663867518,1.411774804,5.374237059,1.964202996,2.724279272,2.478904468,3.334003235,1.617592972,2.432781727,2.085488271,3.199893012,2.530886381,2.121628762,1.75100939,1.515440664,1.497628744,1
